openingDate;postalCode;address;managers;name;phone;mail;status;code;reference;contract
;38400;SAINT MARTIN D'HERES;Nicolas NAZARETIAN;L'IMMOBILI'HERES;04 76 89 24 29;saintmartindheres@guyhoquet.com;P;HOQUET1093;Siège;1644
;94100;SAINT MAUR DES FOSSES;Christian et Eloïse MARQUES;MCI;01 55 97 55 55;saintmaur@guyhoquet.com;P;HOQUET1115;Siège;1821
;54130;SAINT MAX;Aline et Bruno VASSEUR ;AMB IMMO;03 83 21 41 52;stmax@guyhoquet.com;P;HOQUET802;Siège;1843
;33160;SAINT MEDARD EN JALLES;Sophie PITHON;Aux toits des jalles;05 56 35 31 63;saintmedardenjalles@guyhoquet.com;P;HOQUET1141;Siège;1840
;44600;SAINT NAZAIRE;Sylvie et Antoine LESTURGIE;www.ot-vignobledefronton.sitew.com;02.51.10.06.25;saintnazaire@guyhoquet.com;P;HOQUET110;Siège;1710
;93400;SAINT OUEN;Serge CASAREALES et Richard BOUGRELLE et M REYNAUD;BCR ASSET MANAGEMENT;01 49 48 48 48;saintouen@guyhoquet.com;P;HOQUET361;Siège;1855
07/10/2016;40990;SAINT PAUL LES DAX;Sabine COLIN;IMMAGENCY;05 58 91 58 58 ;stpaullesdax@guyhoquet.com;P;HOQUET1267;Siège;2207
;7130;SAINT PERAY;Michel COURBIS;SANDIE IMMOBILIER;04 75 81 00 02;saintperay@guyhoquet.com;Succ.;HOQUET704;Siège;2017
14/04/2015;22410;SAINT QUAY PORTRIEUX;Gilles L'HUAIRE;J2C IMMOBILIER;02.96.65.20.20;saintquay@guyhoquet.com;P;HOQUET1208;Siège;1867
;38460;SAINT ROMAIN DE JALIONAS;Jean Christophe ROCHER;LA BOURBRE IMMOBILIER;04 74 90 30 30;saintromain@guyhoquet.com;P;HOQUET1031;Siège;2076
;83990;SAINT TROPEZ;Patrick BANCQUART;TALENT REAL ESTATE;04 94 79 62 84;sainttropez@guyhoquet.com;P;HOQUET818;Siège;1889
;25410;SAINT VIT;Pascal NIOCHET;EODIS IMMOBILIER;03 81 80 14 89;saintvit@guyhoquet.com;P;HOQUET867;Siège;1901
;78210;SAINT-CYR-L'ECOLE;Pierre LEGRAND ;CPL IMMO;01 76 52 01 40;saintcyrlecole@guyhoquet.com ;P;HOQUET1165;Siège;1892
04/12/2015;13300;SALON DE PROVENCE;MARTINI Jean-Claude et GUILLIER Louis              ;ALEXIMMO;04 90 56 30 94;salondeprovence@guyhoquet.com;P;HOQUET1229;Siège;2093
;78500;SARTROUVILLE;Cyril GENETTE;CDG SERVICES IMMOBILIERS;01 39 13 11 42;sartrouville@guyhoquet.com;P;HOQUET825;Siège;1799
;49400;SAUMUR;Jean-Marc SEGUY;AGENCE ST PIERRE;02.41.83.12.60;saumur@guyhoquet.com;P;HOQUET344;Siège;1887
;77176;SAVIGNY LE TEMPLE;Jean Philippe LISSANDRES;VILA 2;01 64 37 80 00;savignyletemple@guyhoquet.com;Succ.;HOQUET1140;Siège;1934
;91600;SAVIGNY SUR ORGE;Omar AMAAR;SAVIGNY IMMOBILIER;01 60 46 14 14;savignysurorge@guyhoquet.com;P;HOQUET784;Siège;1828
;67600;SELESTAT;Alain ANCELLE;AMV IMMO;03 90 57 29 09;selestat@guyhoquet.com;P;HOQUET609;Siège;1681
;13240;SEPTEMES LES VALLONS;Didier LAMBOUR;THOMVAL;04.95.06.41.20;septemes@guyhoquet.com;P;HOQUET325;Siège;1842
;69360;SEREZIN DU RHONE ;Magalie CARBONNE HERNANDEZ et Florent RICHARD;ABBC INVESTISSEMENT;04 78 02 32 50;serezindurhone@guyhoquet.com ;P;HOQUET582;Siège;1640
22/07/2016;93270;SEVRAN;Bertrand ABRAHAM;AB IMMO;01 41 52 21 10;sevran@guyhoquet.com ;P;HOQUET1258;Siège;
;92310;SEVRES;Jacques SISLIAN;SISIMMO;01.55.64.05.05;sevres@guyhoquet.com;P;HOQUET64;Siège;1759
;51120;SEZANNE;Paula VAUTRELLE;ADC IMMO;03 26 42 07 00;sezanne@guyhoquet.com;P;HOQUET840;Siège;1861
01/08/2015;2200;SOISSONS;Julien WOZNIAK;IMMO CONSEILS SOISSONS;03 23 76 24 41;soissons@guyhoquet.com;P;HOQUET1217;Siège;2052
;95230;SOISY SOUS MONTMORENCY;Marc VITEL;TRANSAC IMMO;01.30.10.80.08;soisy@guyhoquet.com;P;HOQUET52;Siège;2074
;91450;SOISY SUR SEINE;Didier BACON;DIB IMMO ;01 60 79 60 22;soisysurseine@guyhoquet.com  ;P;HOQUET1094;Siège;1735
;59490;SOMAIN;Jean-Christophe DOCHEZ;JCD IMMOBILIER;03 27 86 08 60;somain@guyhoquet.com;P;HOQUET769;Siège;1797
;69510;SOUCIEU EN JARREST;Daniel MERLE;IMMODM;04 78 42 02 86;soucieu@guyhoquet.com;P;HOQUET1112;Siège;1820
;40140;SOUSTONS;Marc DARGELAS;BELLEGARDE IMMO;05 58 41 03 33;soustons@guyhoquet.com;P;HOQUET1025;Siège;2051
;74160;ST JULIEN EN GENEVOIS;Nadége DOUBLET;A.P.I;04 50 74 70 00;saintjulienengenevois@guyhoquet.com;Succ.;HOQUET663 S;Pas de code unique;1714
;92150;SURESNES;Stéphane HULOT et Efflam LE LOREC;H2IMMO;01 41 38 00 00;suresnes@guyhoquet.com;P;HOQUET616;Siège;1707
;17700;SURGERES;Romain ROUILLIER;ROMDOM IMMOBILIER;05 46 27 27 37;surgeres@guyhoquet.com;P;HOQUET1096;Siège;1757
;33400;TALENCE;Philippe HOSPITAL;MDP IMMOBILIER;05 47 74 56 00;talence@guyhoquet.com;P;HOQUET864;Siège;1919
;13150;TARASCON;Marie-José CAMBON;ACT'IM;04.90.43.59.73;tarascon@guyhoquet.com;P;HOQUET308;Siège;1841
;69160;TASSIN-LA-DEMI-LUNE;Jérôme et Clotilde CHEVROU;SO OUEST IMMO;04 72 19 61 61 ;tassin@guyhoquet.com ;P;HOQUET1123;Siège;1807
;94320;THIAIS;Olivier GUERINEAU;TECTUM;01 48 84 36 10;thiais@guyhoquet.com;P;HOQUET1187;Siège;1977
;51430;TINQUEUX;Vincent PERRIN et Eric REDOUTE;6ème AVENUE;03 26 468 468;reimstinqueux@guyhoquet.com;Succ.;HOQUET806;Siège;1499
;31500;TOULOUSE  COTE PAVEE;Eric OBERDORFF;BIEN A TOIT;05 62 16 07 68;toulousecotepavee@guyhoquet.com;P;HOQUET387;Siège;1951
;31200;TOULOUSE MINIMES;Gilles PERROTTET;ISATIS IMMOBILIER;05 61 62 85 85;toulouse-minimes@guyhoquet.com;P;HOQUET553;Siège;2079
;31400;TOULOUSE SAINT MICHEL;Jérôme SARZI ;AJ IMMOBILIER;05 61 52 19 07;toulouse-saintmichel@guyhoquet.com;P;HOQUET1022;Siège;2090
;31300;TOULOUSE ST CYPRIEN;Patrice DE NARDI;Patrice DE NARDI IMMOBILIER;05 61 50 26 26;toulousestcyprien@guyhoquet.com;P;HOQUET522;Siège;2018
;59200;TOURCOING;Irène LEURENT;LEURENT IMMOBILIER;03 20 28 93 60;tourcoingsud@guyhoquet.com;P;HOQUET678;Siège;1699
;77220;TOURNAN EN BRIE;Madani KOITA;KORIMMO;01 64 51 11 51;tournan@guyhoquet.com;Succ.;HOQUET1092;Siège;2155
;31170;TOURNEFEUILLE;Henri SARRANS;H2OC;05 62 48 63 30;tournefeuille@guyhoquet.com;P;HOQUET480;Siège;1997
;37000;TOURS;Patrice et Gisèle PICHAVANT;PICHAVANT SARL;02 47 35 94 30;toursleshalles@guyhoquet.com;P;HOQUET753;Siège;1833
;1600;TREVOUX;Pascal PAYSANT;3MP IMMOBILIER;04 74 00 25 25;;Succ.;HOQUET366 S;Pas de code unique;1928
;26000;VALENCE;Michel COURBIS;SANDIE IMMOBILIER ;04 75 81 75 35;valence@guyhoquet.com;P;HOQUET474;Siège;2017
;26000;VALENCE SUD;Patrick BEAUFORT ;ABCP IMMOBILIIER;04 75 43 87 05;valencesud@guyhoquet.com;P;HOQUET545;Siège;2064
;6220;VALLAURIS;Pascale PERUCCIO ;SARL NOUVEL IMMOBILIER;04 93 67 22 25;vallauris@guyhoquet.com;P;HOQUET1026;Siège;2100
;74520;VALLEIRY;Nadège DOUBLET;A.P.I;04 50 74 70 00;valleiry@guyhoquet.com;P;HOQUET663;Siège;1714
;92170;VANVES;Hervé POINSON et Michel MENDES;M.P.V EURL;01.55.95.81.81;vanves@guyhoquet.com;P;HOQUET877;Siège;2008
15/07/2014;77000;VAUX-LE-PENIL;Christophe HAPPART;HAPPART IMMOBILIER;01 60 59 22 24;vauxlepenil@guyhoquet.com;Succ.;HOQUET332 S;Pas de code unique;1577
;78140;VELIZY;Pierre HEBERT ;VELIZYMO;01 73 95 02 00;velizy@guyhoquet.com;Succ.;HOQUET1171;Siège;1844
;41100;VENDOME;Sylvianne LARQUE;SYLAN;02.54.72.21.23;vendome@guyhoquet.com;P;HOQUET853;Siège;1941
;27130;VERNEUIL SUR AVRE;Philippe GUITTON;L'EURE DE L'IMMOBILIER;02 32 38 23 20;verneuilsuravre@guyhoquet.com;P;HOQUET472;Siège;2041
;78000;VERSAILLES;Catherine GONDARD LEJEUNE;CG IMMO;01.30.97.60.00;versaillesrivedroite@guyhoquet.com;P;HOQUET269;Siège;1823
;78000;VERSAILLES EST;Jean-Luc LENTESI;TAMARIS;09 84 22 80 29;versaillesest@guyhoquet.com;P;HOQUET1164;Siège;1818
09/03/2016;38200;VIENNE;Axel CHAPUIS;IMMOPLUSCONSEILS;04 74 87 73 76;vienne@guyhoquet.com;P;HOQUET1244;Siège;2144
21/04/2015;40480;VIEUX BOUCAU;Marc DARGELAS;BELLEGARDE IMMO;05 58 58 03 03;vieuboucau@guyhoquet.com  ;Succ.;HOQUET1212;Siège;2051
;91270;VIGNEUX-SUR-SEINE;Sailendra RAMSAMY;ART CONSEIL IMMOBILIER;01 69 05 13 13;vigneuxsurseine@guyhoquet.com;P;HOQUET451 P;Pas de code unique;1836
;38190;VILLARD-BONNOT;Stéphanie MUGGEO et Nicolas NAZARETIAN;VBI IMMOBILIER;04 76 40 01 01;villardbonnot@guyhoquet.com;P;HOQUET758;Siège;2131
20/04/2016;94800  ;VILLEJUIF;Charlotte BOISSEAU et Vincent ARKI ;VCI IMMOBILIER;01 82 39 15 50; villejuif@guyhoquet.com ;P;HOQUET1252;Siège;2094
;33140;VILLENAVE D'ORNON;Yves POUGET;AMI;05.57.35.67.00;y.pouget@guyhoquet.com;P;HOQUET209;Siège;1805
;30400;VILLENEUVE LES AVIGNON;Sébastien PETIT et Laurent MOTTET;SEL IMMO;04.90.15.46.01;villesavignon@guyhoquet.com;P;HOQUET998;Siège;2006
;77270;VILLEPARISIS;Denis DUSSART;ACCORD IMMO ;01.60.21.49.05;villeparisis@guyhoquet.com;Succ.;HOQUET1042;Siège;1847
;69100;VILLEURBANNE;Pascale BARON;ATRIMMO;04 37 57 10 10;villeurbanne@guyhoquet.com;P;HOQUET444;Siège;1719
12/11/2014;94350;VILLIERS SUR MARNE;Carole NIDDAM;J2M IMMO;01 49 41 25 41;villiers@guyhoquet.com;P;HOQUET1191;Siège;1976
;14500;VIRE;Christelle BLANC et William THIEBOT;NORMANDIMMO;02 31 69 45 59;vire@guyhoquet.com;P;HOQUET798;Siège;1819
;33720;VIRELADE;Denis MAY;ACG IMMOBILIER;05.56.27.40.91;virelade@guyhoquet.com;P;HOQUET370;Siège;1929
;78220;VIROFLAY;Jean-Baptiste HEBERT et Patrick LEPLEUX;PATRIMO 78;01 30 24 00 50;viroflay@guyhoquet.com;P;HOQUET635;Siège;1844
;91170;VIRY CHATILLON;Philippe MESQUITA;PARC IMMO;01 60 48 74 21;virychatillon@guyhoquet.com;P;HOQUET1100;Siège;1731
;51300;VITRY LE FRANCOIS;Patrice Berweiller;SAS PB IMMOBILIER;03 26 62 24 24;vitrylefrancois@guyhoquet.com;P;HOQUET1154;Siège;1932
;94400;VITRY SUR SEINE;William KOURORIEZ et Hafida  BENCHERNINE;HDI;01.55.53.17.17;vitry@guyhoquet.com;P;HOQUET224;Siège;1940
24/02/2015;69390;VOURLES;Miguel VELOSO;RHONE SUD IMMOBILIER;04 72 31 05 93;vourles@guyhoquet.com;P;HOQUET1203;Siège;2013
;91330;YERRES;Anne France COUQUE;A2FC IMMOBILIER;01.69.49.64.79;yerres@guyhoquet.com;P;HOQUET324;Siège;1817
